beat,position,pitch,duration,program
0,3,51,34,0
0,9,58,9,0
1,3,63,20,0
1,9,58,8,0
2,3,70,24,0
2,9,58,4,0
3,3,67,12,0
3,9,63,6,0
4,3,41,45,0
4,9,48,42,0
5,3,53,15,0
5,9,56,18,0
6,3,65,43,0
6,9,53,23,0
7,3,60,31,0
7,9,56,20,0
8,3,41,32,0
8,9,48,27,0
9,3,53,15,0
9,9,56,18,0
10,3,65,24,0
10,9,53,6,0
11,3,60,12,0
11,9,56,6,0
12,3,48,42,0
12,9,55,9,0
13,3,60,24,0
13,9,55,8,0
14,3,67,67,0
14,9,55,18,0
15,3,63,24,0
15,9,60,13,0
16,3,48,34,0
16,9,55,9,0
17,3,60,14,0
17,9,55,7,0
18,3,63,14,0
18,9,55,4,0
19,3,60,18,0
19,9,63,6,0
20,3,41,47,0
20,9,48,43,0
21,3,60,14,0
21,9,53,9,0
22,3,65,13,0
22,9,53,19,0
23,3,60,48,0
23,9,68,21,0
24,3,41,38,0
24,9,48,32,0
25,3,65,7,0
25,9,53,8,0
26,3,68,23,0
26,9,53,6,0
27,3,65,12,0
27,9,60,7,0
28,3,39,46,0
28,9,46,43,0
29,3,58,43,0
29,9,51,10,0
30,3,67,32,0
30,9,51,7,0
31,3,65,12,0
31,9,51,6,0
32,3,39,44,0
32,9,46,43,0
33,3,51,15,0
33,9,58,34,0
34,3,67,28,0
34,9,51,9,0
35,3,65,13,0
36,3,39,39,0
36,9,46,42,0
36,9,58,5,4
37,3,60,5,4
37,3,63,11,0
37,9,51,9,0
37,9,63,4,4
38,3,65,6,4
38,3,67,16,0
38,9,51,5,0
38,9,67,5,4
39,3,63,6,4
39,3,63,11,0
39,9,58,6,0
39,9,67,6,4
40,3,41,44,0
40,3,65,17,4
40,9,48,42,0
41,3,60,12,0
41,9,53,7,0
42,3,65,13,0
42,3,68,25,0
42,9,53,18,0
43,3,60,13,0
43,9,65,6,0
44,3,41,33,0
44,9,48,27,0
44,9,65,3,4
45,3,60,13,0
45,3,65,3,4
45,9,53,8,0
45,9,65,2,4
46,3,65,3,4
46,3,65,14,0
46,3,68,24,0
46,9,53,7,0
46,9,63,4,4
47,3,60,12,0
47,3,63,4,4
47,9,60,7,4
47,9,65,5,0
48,3,48,44,0
48,9,55,10,0
48,9,60,17,4
49,3,60,24,0
49,9,55,8,0
50,3,67,33,0
50,9,55,18,0
51,3,63,23,0
51,9,60,13,0
52,3,48,36,0
52,9,55,9,0
52,9,58,5,4
53,3,60,5,4
53,3,60,14,0
53,9,55,10,0
53,9,63,5,4
54,3,63,13,0
54,3,65,5,4
54,3,67,18,0
54,9,55,4,0
54,9,67,4,4
55,3,60,12,0
55,3,70,4,4
55,9,63,6,0
55,9,67,4,4
56,3,41,46,0
56,3,65,22,4
56,9,48,43,0
57,3,56,43,0
57,9,53,9,0
58,3,60,10,0
58,9,53,11,0
59,3,65,21,0
59,9,60,12,0
60,3,41,36,0
60,9,48,29,0
60,9,65,4,4
61,3,60,11,0
61,3,65,3,4
61,9,53,9,0
61,9,65,3,4
62,3,65,4,4
62,3,65,24,0
62,9,53,4,0
62,9,63,4,4
63,3,60,12,0
63,3,63,4,4
63,9,56,6,0
63,9,60,6,4
64,3,39,45,0
64,3,67,4,4
64,9,46,43,0
64,9,67,28,4
65,3,58,25,0
65,9,51,9,0
66,3,67,45,0
66,9,51,20,0
67,3,63,19,0
67,9,58,17,0
68,3,39,45,0
68,9,46,41,0
68,9,72,3,4
69,3,63,10,0
69,3,72,3,4
69,9,51,9,0
69,9,72,3,4
70,3,58,3,0
70,3,67,21,0
70,3,72,4,4
70,9,51,12,0
70,9,70,4,4
71,3,63,11,0
71,3,67,3,4
71,9,58,5,0
71,9,67,3,4
72,3,41,45,0
72,3,65,36,4
72,9,48,42,0
73,3,53,34,0
73,9,56,8,0
74,3,65,28,0
74,9,56,7,0
75,3,60,14,0
75,9,56,8,0
76,3,41,37,0
76,9,48,32,0
76,9,65,3,4
77,3,53,29,0
77,3,65,3,4
77,9,60,7,0
77,9,65,3,4
78,3,65,3,4
78,3,68,24,0
78,9,60,8,0
78,9,63,4,4
79,3,63,4,4
79,3,65,11,0
79,9,60,5,0
79,9,70,4,4
80,3,48,45,0
80,3,67,38,4
80,9,55,42,0
81,3,60,15,0
81,9,63,8,0
82,3,67,12,0
82,9,60,19,0
83,3,63,1,0
83,3,72,32,0
83,9,67,25,0
84,3,48,48,0
84,9,55,40,0
84,9,72,3,4
85,3,60,33,0
85,3,72,3,4
85,9,63,8,0
85,9,72,3,4
86,3,72,24,0
86,3,75,4,4
86,9,63,7,0
86,9,67,5,4
87,3,65,4,4
87,3,67,11,0
87,9,63,6,0
87,9,67,5,4
88,3,41,46,0
88,3,65,13,4
88,6,48,46,0
88,9,53,7,0
89,0,60,4,0
89,3,65,11,0
89,9,53,9,0
90,3,68,41,0
90,9,53,6,0
91,3,65,6,0
91,6,53,4,0
91,9,60,5,0
92,0,65,3,0
92,3,41,43,0
92,6,48,41,0
92,9,53,9,0
92,9,65,4,4
93,0,60,18,0
93,3,65,4,4
93,3,65,11,0
93,9,53,9,0
93,9,65,3,4
94,3,65,3,4
94,3,68,23,0
94,9,53,6,0
94,9,63,4,4
95,3,60,5,4
95,3,65,6,0
95,6,53,3,0
95,9,60,5,0
95,9,63,6,4
96,0,65,2,0
96,3,39,45,0
96,6,46,46,0
96,9,51,8,0
96,9,63,29,4
97,0,58,25,0
97,3,63,10,0
97,9,51,8,0
98,3,67,64,0
98,9,51,17,0
99,3,63,21,0
99,9,58,20,0
100,3,39,28,0
100,9,51,24,0
101,3,63,27,0
102,0,58,27,0
102,9,39,39,0
103,3,51,35,0
103,9,67,16,0
104,3,63,7,0
104,9,58,55,0
105,3,67,27,0
105,9,63,14,0
106,3,39,46,0
106,9,51,21,0
107,3,63,13,0
107,9,46,30,0
108,3,67,28,0
108,9,51,31,0
108,9,58,5,4
109,3,60,5,4
109,3,63,18,0
109,9,58,27,0
109,9,63,4,4
110,3,39,21,0
110,3,65,6,4
110,9,46,15,0
110,9,67,5,4
111,3,63,6,4
111,3,67,11,0
111,9,63,5,0
111,9,67,6,4
112,3,41,44,0
112,3,65,17,4
112,9,48,42,0
113,3,60,12,0
113,9,53,7,0
114,3,65,13,0
114,3,68,25,0
114,9,53,18,0
115,3,60,13,0
115,9,65,6,0
116,3,41,33,0
116,9,48,27,0
116,9,65,3,4
117,3,60,13,0
117,3,65,3,4
117,9,53,8,0
117,9,65,2,4
118,3,65,3,4
118,3,65,14,0
118,3,68,24,0
118,9,53,7,0
118,9,63,4,4
119,3,60,12,0
119,3,63,4,4
119,9,60,7,4
119,9,65,5,0
120,3,48,44,0
120,9,55,10,0
120,9,60,17,4
121,3,60,24,0
121,9,55,8,0
122,3,67,33,0
122,9,55,18,0
123,3,63,23,0
123,9,60,13,0
124,3,48,36,0
124,9,55,9,0
124,9,58,5,4
125,3,60,5,4
125,3,60,14,0
125,9,55,10,0
125,9,63,5,4
126,3,63,13,0
126,3,65,5,4
126,3,67,18,0
126,9,55,4,0
126,9,67,4,4
127,3,60,12,0
127,3,70,4,4
127,9,63,6,0
127,9,67,4,4
128,3,41,46,0
128,3,65,22,4
128,9,48,43,0
129,3,56,43,0
129,9,53,9,0
130,3,60,10,0
130,9,53,11,0
131,3,65,21,0
131,9,60,12,0
132,3,41,36,0
132,9,48,29,0
132,9,65,4,4
133,3,60,11,0
133,3,65,3,4
133,9,53,9,0
133,9,65,3,4
134,3,65,4,4
134,3,65,24,0
134,9,53,4,0
134,9,63,4,4
135,3,60,12,0
135,3,63,4,4
135,9,56,6,0
135,9,67,6,4
136,3,39,45,0
136,3,67,1,4
136,9,46,43,0
137,3,58,25,0
137,9,51,9,0
138,3,67,45,0
138,9,51,20,0
139,3,63,19,0
139,9,58,17,0
140,3,39,45,0
140,9,46,41,0
140,9,72,3,4
141,3,63,10,0
141,3,72,3,4
141,9,51,9,0
141,9,72,3,4
142,3,58,3,0
142,3,67,21,0
142,3,72,4,4
142,9,51,12,0
142,9,70,4,4
143,3,63,11,0
143,3,70,3,4
143,9,58,5,0
143,9,67,3,4
144,3,41,45,0
144,3,65,10,4
144,9,48,42,0
145,3,53,34,0
145,9,56,8,0
146,3,65,28,0
146,9,56,7,0
147,3,60,14,0
147,9,56,8,0
148,3,41,37,0
148,9,48,32,0
148,9,65,3,4
149,3,53,29,0
149,3,65,3,4
149,9,60,7,0
149,9,65,3,4
150,3,65,3,4
150,3,68,24,0
150,9,60,8,0
150,9,63,4,4
151,3,63,4,4
151,3,65,11,0
151,9,60,5,0
151,9,70,4,4
152,3,48,45,0
152,3,67,38,4
