beat,position,pitch,duration,program
0,0,62,90,0
0,1,66,89,0
0,2,50,88,0
0,3,69,87,0
8,1,57,49,0
8,1,61,49,0
8,2,45,48,0
8,2,64,48,0
12,0,62,45,0
12,1,66,44,0
12,2,50,44,0
12,3,69,42,0
16,0,62,54,0
16,1,66,53,0
16,2,50,53,0
16,2,69,52,0
19,2,57,7,4
19,8,59,6,4
20,2,50,5,0
20,2,62,4,0
20,2,62,8,4
20,2,66,4,0
20,8,57,6,0
21,2,62,10,0
21,2,62,16,4
21,8,57,9,0
22,2,66,11,0
22,8,57,6,0
22,11,62,9,0
23,2,66,4,4
23,5,57,3,0
23,6,64,2,4
23,10,62,10,4
24,2,50,41,0
24,8,57,9,0
24,8,57,24,4
25,2,62,6,0
25,8,57,8,0
26,2,66,12,0
26,8,57,10,0
27,2,62,7,4
27,2,62,12,0
27,8,57,5,0
27,8,64,5,4
28,2,50,43,0
28,2,66,8,4
28,8,57,7,0
29,2,62,9,0
29,2,66,20,4
29,8,57,8,0
30,2,66,12,0
30,8,57,8,0
30,8,69,3,4
31,2,62,6,0
31,2,66,7,4
31,7,57,7,0
31,8,62,6,4
32,2,45,47,0
32,2,57,11,0
32,2,61,14,0
32,2,64,26,4
32,8,49,41,0
33,2,52,14,0
33,8,57,7,0
34,2,61,16,0
34,8,52,6,0
34,8,69,2,4
35,2,57,8,0
35,2,69,3,4
35,8,52,4,0
35,11,69,2,4
36,2,50,42,0
36,2,62,5,0
36,2,66,7,0
36,2,69,25,4
36,8,57,6,0
37,2,62,9,0
37,8,57,7,0
38,2,66,11,0
38,8,57,6,4
38,8,57,10,0
39,2,62,4,0
39,2,62,7,4
39,8,57,6,0
39,8,61,7,4
40,2,43,41,0
40,2,59,22,4
40,8,50,36,0
40,8,55,7,0
41,2,62,9,0
41,8,55,21,0
42,2,62,20,0
42,2,67,14,0
42,8,71,4,0
43,2,67,2,0
43,8,57,3,4
43,11,62,3,4
44,2,50,43,0
44,2,66,2,4
44,8,57,7,0
44,8,62,6,4
45,2,62,9,0
45,2,69,4,4
45,5,66,2,4
45,8,57,8,0
45,11,71,7,4
46,2,66,12,0
46,8,57,8,0
46,8,69,7,4
47,2,62,4,4
47,2,62,6,0
47,7,57,7,0
47,8,66,3,4
48,2,45,47,0
48,2,57,11,0
48,2,61,14,0
48,2,64,36,4
48,8,49,41,0
49,2,52,14,0
49,8,57,7,0
50,2,61,16,0
50,8,52,6,0
50,8,64,5,0
50,8,73,5,0
51,2,57,5,0
51,2,61,4,0
51,2,64,5,0
51,2,69,6,0
51,3,57,7,4
51,9,59,5,4
52,2,50,24,0
52,2,57,6,0
52,2,62,6,0
52,3,62,7,4
52,8,57,7,0
53,2,62,9,0
53,3,62,15,4
53,8,50,6,0
53,8,57,8,0
54,2,50,19,0
54,2,66,12,0
54,8,57,6,0
55,2,57,12,0
55,2,62,6,0
55,2,66,6,4
55,7,64,6,4
56,1,62,8,4
56,2,57,6,0
56,2,62,6,0
56,8,57,7,0
56,8,57,18,4
57,2,62,9,0
57,8,57,8,0
58,2,66,12,0
58,8,57,8,0
59,2,57,2,0
59,2,62,6,0
59,3,62,6,4
59,9,64,4,4
60,2,57,6,0
60,2,62,6,0
60,3,66,8,4
60,8,57,7,0
61,2,62,9,0
61,3,66,20,4
61,8,57,8,0
62,2,66,12,0
62,8,57,8,0
62,9,69,3,4
63,2,57,2,0
63,2,62,6,0
63,3,66,7,4
63,9,62,6,4
64,2,45,18,0
64,2,57,11,0
64,2,61,14,0
64,3,64,26,4
64,8,49,41,0
65,2,52,14,0
65,8,45,6,0
65,8,57,7,0
66,2,45,24,0
66,2,61,23,0
66,8,52,6,0
66,8,64,5,0
66,9,69,2,4
67,2,57,12,0
67,2,61,11,0
67,2,64,12,0
67,2,69,13,0
67,3,69,2,4
68,0,69,1,4
68,2,50,18,0
68,2,57,6,0
68,2,62,6,0
68,3,69,25,4
68,8,57,7,0
69,2,62,9,0
69,8,50,6,0
69,8,57,8,0
70,2,50,24,0
70,2,66,12,0
70,8,57,8,0
70,8,74,3,0
70,9,57,5,4
71,2,57,2,0
71,2,62,6,0
71,2,74,7,0
71,3,62,7,4
71,9,61,6,4
72,2,43,18,0
72,2,50,6,0
72,2,55,6,0
72,3,59,22,4
72,8,50,1,0
72,8,55,1,0
73,2,62,9,0
73,8,55,20,0
74,2,62,12,0
74,2,67,14,0
74,8,71,4,0
75,2,62,12,0
75,2,67,2,0
75,9,57,3,4
76,0,62,2,4
76,2,50,18,0
76,2,57,6,0
76,2,62,6,0
76,3,66,2,4
76,8,57,7,0
76,9,62,5,4
77,2,62,9,0
77,3,69,3,4
77,6,66,2,4
77,8,50,6,0
78,0,71,7,4
78,2,45,18,0
78,2,57,11,0
78,2,61,14,0
78,8,49,18,0
78,9,69,6,4
79,2,52,14,0
79,2,64,7,4
79,8,45,6,0
79,8,57,7,0
79,8,66,5,4
80,2,50,18,0
80,2,57,1,0
80,2,62,6,0
80,2,62,36,4
80,8,69,6,0
81,2,62,9,0
81,8,50,6,0
81,8,57,8,0
82,2,50,24,0
82,2,66,6,0
82,8,57,8,0
82,8,62,6,0
83,2,57,2,0
83,2,69,6,0
83,8,62,3,4
83,8,62,6,0
84,2,43,18,0
84,2,67,16,4
84,8,50,38,0
85,2,55,7,0
85,2,59,7,0
85,2,62,7,0
85,2,67,7,0
85,8,43,6,0
85,8,71,4,4
86,2,43,24,0
86,2,74,8,4
87,2,59,9,0
87,2,62,8,0
87,2,67,8,0
87,2,73,3,4
87,5,71,6,4
87,8,55,4,0
88,2,50,18,0
88,2,69,18,4
88,8,54,34,0
89,2,57,27,0
89,2,62,9,0
