beat,position,pitch,duration,program
0,0,43,45,0
0,0,62,3,0
0,3,69,2,0
0,6,50,7,0
0,6,71,3,0
0,9,55,27,0
0,9,64,3,0
1,0,69,3,0
1,3,71,3,0
1,6,62,3,0
1,9,69,2,0
2,0,71,3,0
2,3,64,4,0
2,6,69,3,0
2,9,71,9,0
4,0,43,44,0
4,3,69,2,0
4,6,50,5,0
4,6,71,2,0
4,9,64,3,0
5,0,55,5,0
5,0,69,2,0
5,3,71,2,0
5,6,50,18,0
5,6,62,2,0
5,9,69,2,0
6,0,64,4,0
6,0,71,2,0
6,6,69,3,0
6,9,71,6,0
7,0,66,5,0
7,3,69,2,0
7,6,71,4,0
7,9,69,3,0
8,0,43,44,0
8,0,62,3,0
8,3,69,3,0
8,6,50,6,0
8,6,71,3,0
8,9,64,3,0
9,0,55,4,0
9,0,69,2,0
9,3,71,4,0
9,6,50,23,0
9,6,62,3,0
9,9,69,3,0
10,0,71,3,0
10,3,64,4,0
10,6,69,3,0
10,9,71,11,0
11,0,62,8,0
12,0,43,46,0
12,0,62,2,0
12,3,69,3,0
12,6,50,6,0
12,6,71,2,0
12,9,64,4,0
13,0,55,6,0
13,0,69,2,0
13,3,71,2,0
13,6,50,11,0
13,6,64,3,0
13,9,69,2,0
14,0,71,2,0
14,3,64,3,0
14,6,69,3,0
14,9,71,9,0
15,0,66,13,0
16,0,43,17,0
16,6,50,16,0
16,6,69,6,4
17,0,55,12,0
17,0,67,6,4
17,6,69,4,4
18,0,47,14,0
18,0,71,8,4
18,6,54,14,0
19,0,59,11,0
19,0,69,6,4
19,6,67,5,4
20,0,48,20,0
20,0,69,4,4
20,6,55,14,0
20,6,67,3,4
21,0,60,9,0
21,0,67,5,4
21,6,64,5,4
22,0,69,18,4
23,0,47,8,0
23,0,59,8,0
24,0,45,22,0
24,6,52,20,0
24,6,69,4,4
25,0,57,14,0
25,0,67,3,4
25,6,69,3,4
26,0,50,21,0
26,0,71,8,4
26,6,62,11,0
27,0,57,7,0
27,0,69,4,4
27,6,67,4,4
28,0,43,22,0
28,0,69,4,4
28,6,50,18,0
28,6,67,2,4
29,0,55,11,0
29,0,67,5,4
29,6,64,6,4
30,0,43,23,0
30,0,62,4,4
30,6,50,17,0
31,0,55,10,0
32,0,41,23,0
32,6,45,16,0
32,6,74,3,4
33,0,50,11,0
33,0,74,2,4
33,6,74,3,4
34,0,40,21,0
34,0,71,3,4
34,6,47,16,0
34,6,71,3,4
35,0,52,10,0
35,0,71,2,4
35,6,72,3,4
36,0,45,16,0
36,0,74,8,4
36,6,52,9,0
37,0,57,7,0
37,0,72,2,4
37,6,52,6,0
37,6,72,31,4
38,0,45,13,0
38,6,52,9,0
39,0,57,6,0
39,6,47,6,0
40,0,48,20,0
40,6,55,18,0
40,6,69,2,4
41,0,60,9,0
41,0,69,3,4
41,6,71,3,4
42,0,48,22,0
42,0,69,5,4
42,6,55,11,0
42,6,67,2,4
43,0,60,7,0
43,0,64,3,4
43,6,55,2,0
43,6,67,3,4
44,0,50,43,0
44,0,76,4,4
44,6,54,37,0
44,6,76,4,4
45,0,57,30,0
45,0,76,4,4
45,6,62,13,0
45,6,74,2,4
46,0,74,23,4
47,0,62,5,0
48,0,43,24,0
48,0,59,15,0
48,6,50,18,0
48,6,69,6,4
49,0,55,11,0
49,0,67,6,4
49,6,59,6,0
49,6,69,4,4
50,0,47,25,0
50,0,71,8,4
50,6,62,4,0
51,0,60,4,0
51,0,69,6,4
51,6,62,4,0
51,6,67,5,4
52,0,48,33,0
52,0,62,8,0
52,0,69,4,4
52,6,67,3,4
52,9,55,18,0
53,0,67,5,4
53,3,60,10,0
53,6,64,4,0
53,6,64,5,4
53,6,67,4,0
54,0,64,7,0
54,0,69,18,4
55,0,47,8,0
55,0,62,7,0
56,0,45,18,0
56,0,60,10,0
56,6,52,11,0
56,6,69,4,4
57,0,60,6,0
57,0,64,5,0
57,0,67,3,4
57,6,69,3,4
58,0,38,17,0
58,0,52,6,0
58,0,55,6,0
58,0,71,8,4
58,6,45,11,0
59,0,54,6,0
59,0,57,6,0
59,0,69,4,4
59,6,50,6,0
59,6,67,4,4
60,0,43,43,0
60,0,59,16,0
60,0,62,16,0
60,0,71,4,4
60,6,50,35,0
60,6,72,2,4
61,0,55,5,0
61,0,74,3,4
61,6,59,16,0
61,6,71,3,4
61,9,62,13,0
62,0,67,10,0
62,0,74,7,4
62,6,55,7,0
63,0,59,7,0
63,0,62,6,0
63,0,67,6,0
64,0,41,23,0
64,0,45,22,0
64,0,50,20,0
64,0,53,10,0
64,0,57,10,0
64,6,74,3,4
65,0,53,10,0
65,0,57,10,0
65,0,74,2,4
65,6,74,3,4
66,0,40,18,0
66,0,56,10,0
66,0,59,10,0
66,0,76,9,4
66,6,47,13,0
67,0,56,6,0
67,0,59,5,0
67,0,71,6,4
67,6,52,5,0
67,6,72,5,4
68,0,45,39,0
68,0,60,10,0
68,0,64,11,0
68,0,74,5,4
68,6,52,38,0
69,0,60,11,0
69,0,64,11,0
69,0,72,2,4
69,6,57,11,0
69,6,72,31,4
70,0,60,11,0
70,0,64,11,0
70,6,57,5,0
71,0,60,12,0
71,0,64,11,0
71,6,45,3,0
71,9,47,1,0
72,0,36,24,0
72,0,51,11,0
72,0,55,10,0
72,6,69,2,4
73,0,51,11,0
73,0,55,10,0
73,0,69,2,4
73,6,67,3,4
74,0,38,18,0
74,0,54,10,0
74,0,57,10,0
74,0,71,7,4
74,6,45,12,0
74,6,69,4,4
75,0,54,6,0
75,0,57,6,0
75,0,67,6,4
75,6,50,6,0
75,6,64,7,4
76,0,43,46,0
76,0,59,11,0
76,0,69,2,4
76,6,50,41,0
76,6,67,1,4
76,9,62,1,0
77,0,59,10,0
77,0,62,10,0
77,0,69,2,4
77,6,55,9,0
77,6,67,67,4
78,0,59,10,0
78,0,62,10,0
