beat,position,pitch,duration,program
0,9,37,36,0
0,9,49,35,0
0,9,61,36,0
0,9,65,35,0
0,9,68,35,0
3,9,42,34,0
3,9,54,33,0
3,9,66,41,0
3,9,70,45,0
3,9,73,46,0
7,9,41,29,0
7,9,53,27,0
7,9,65,29,0
7,9,70,29,0
7,9,73,30,0
11,9,47,23,0
11,9,54,23,0
11,9,59,43,0
11,9,63,42,0
11,9,66,41,0
15,9,44,39,0
15,9,56,38,0
15,9,59,38,0
15,9,63,38,0
19,9,51,15,0
19,9,63,11,0
19,9,66,11,0
19,9,70,9,0
20,9,66,6,0
20,9,70,6,0
21,3,63,5,0
21,9,47,16,0
22,3,54,8,0
22,9,66,11,0
23,3,63,6,0
23,9,49,22,0
24,3,56,8,0
24,9,65,18,0
25,3,56,11,0
25,6,61,8,0
25,9,49,18,0
26,3,56,5,0
26,9,56,2,0
26,9,61,5,0
26,9,65,4,0
27,9,39,16,0
28,3,46,10,0
28,9,51,5,0
28,9,63,13,0
28,9,66,13,0
29,3,58,6,0
29,9,47,16,0
30,3,54,9,0
30,9,63,10,0
30,9,66,9,0
31,3,59,6,0
31,9,49,22,0
32,3,56,7,0
32,9,61,20,0
32,9,65,18,0
33,3,56,17,0
33,9,49,16,0
34,9,56,1,0
34,9,61,11,0
34,9,65,8,0
35,9,42,20,0
36,0,61,2,4
36,3,49,11,0
36,3,70,2,4
36,6,68,2,4
36,9,66,12,0
37,0,61,3,4
37,3,58,6,0
37,3,70,2,4
37,6,68,6,4
37,9,41,16,0
38,3,53,6,0
38,9,58,12,0
38,9,61,12,0
38,9,73,9,4
39,3,53,5,0
39,9,47,18,0
39,9,66,8,4
40,3,59,6,0
40,6,63,34,4
40,9,63,10,0
40,9,66,10,0
41,3,59,5,0
41,9,49,17,0
42,3,56,7,0
42,9,61,12,0
42,9,65,11,0
43,3,56,6,0
43,9,42,19,0
44,0,61,2,4
44,3,49,11,0
44,3,70,2,4
44,6,68,4,4
44,9,54,4,0
44,9,61,12,0
44,9,66,12,0
45,0,61,2,4
45,3,58,6,0
45,3,70,2,4
45,6,68,10,4
45,9,41,19,0
46,3,58,8,0
46,9,61,12,0
46,9,65,3,4
47,0,66,7,4
47,3,58,6,0
47,6,39,1,0
47,9,39,22,0
47,9,73,40,4
