beat,position,pitch,duration,program
0,4,41,42,0
0,4,53,26,0
0,4,60,44,0
1,4,48,30,0
2,4,57,15,0
4,4,43,34,0
4,4,55,29,0
4,4,59,32,0
5,4,50,21,0
6,4,62,15,0
7,4,55,6,0
8,4,40,27,0
8,4,52,24,0
8,4,55,25,0
9,4,47,15,0
10,4,59,4,0
12,4,45,32,0
12,4,57,25,0
12,4,60,26,0
13,4,52,19,0
14,4,69,12,0
16,4,38,31,0
16,4,57,23,0
16,4,65,23,0
17,4,45,18,0
18,4,62,7,0
18,10,57,7,0
19,4,62,3,0
20,4,40,28,0
20,4,52,7,0
20,4,55,12,0
20,10,47,20,0
21,4,52,12,0
21,10,55,7,0
22,4,59,9,0
22,10,52,3,0
24,4,45,38,0
24,10,52,31,0
25,4,57,14,0
26,4,64,17,0
27,4,57,5,0
28,4,45,37,0
28,4,57,30,0
28,4,64,30,0
28,4,69,28,0
31,4,69,4,4
31,10,71,4,4
32,4,45,33,0
32,4,57,12,0
32,4,60,12,0
32,4,72,10,4
33,4,52,20,0
33,4,71,5,4
33,10,69,16,4
34,4,57,5,0
34,4,60,8,0
34,4,64,17,0
35,4,71,11,4
36,4,40,32,0
36,4,55,6,0
36,4,59,14,0
36,4,67,39,4
37,4,55,2,0
38,4,55,4,0
38,4,59,8,0
38,4,64,12,0
39,4,55,3,0
40,4,41,30,0
40,4,53,12,0
40,4,57,12,0
40,4,69,9,4
41,4,48,17,0
41,4,67,4,4
41,10,65,17,4
42,4,53,4,0
42,4,57,4,0
42,4,60,5,0
43,4,67,6,4
43,10,64,34,4
44,4,48,24,0
44,4,60,12,0
44,4,64,18,0
45,4,55,7,0
46,4,47,15,0
46,4,55,11,0
46,4,59,13,0
46,4,64,18,0
47,3,69,4,4
47,9,71,4,4
48,3,72,10,4
48,4,45,36,0
48,4,57,12,0
48,4,60,12,0
48,4,64,11,0
49,3,71,5,4
49,4,52,14,0
49,9,69,17,4
50,4,57,7,0
50,4,60,8,0
50,4,64,12,0
50,10,52,7,0
51,3,71,5,4
51,4,57,3,0
51,9,67,18,4
52,4,40,38,0
52,4,55,8,0
52,4,59,11,0
53,3,74,4,4
53,4,47,14,0
53,10,74,22,4
54,4,52,13,0
54,4,59,13,0
55,4,55,7,0
56,4,38,29,0
56,4,53,11,0
56,4,57,13,0
56,4,76,9,4
57,3,76,4,4
57,4,45,16,0
57,10,76,15,4
58,4,50,4,0
58,4,53,4,0
58,4,57,5,0
59,3,74,6,4
59,10,74,29,4
60,4,40,20,0
60,4,52,7,0
60,4,57,10,0
60,10,47,11,0
61,4,52,4,0
62,4,40,12,0
62,4,52,6,0
62,4,56,13,0
62,10,47,6,0
63,4,52,6,0
63,4,69,4,4
63,10,59,5,0
63,10,71,4,4
64,4,45,37,0
64,4,57,12,0
64,4,60,11,0
64,4,72,10,4
65,4,52,14,0
65,4,71,5,4
65,10,69,16,4
66,4,57,7,0
66,4,64,7,0
66,10,52,6,0
67,4,60,6,0
67,4,71,11,4
67,10,57,8,0
68,4,40,34,0
68,4,59,12,0
68,4,67,39,4
69,4,47,16,0
70,4,55,13,0
71,4,52,4,0
72,4,41,31,0
72,4,53,13,0
72,4,57,18,0
72,4,69,9,4
73,4,48,16,0
73,4,67,4,4
73,10,65,17,4
74,4,53,8,0
74,4,57,8,0
75,4,72,6,4
75,10,64,34,4
76,4,48,21,0
76,4,55,7,0
76,4,60,16,0
77,4,55,6,0
78,4,47,13,0
78,4,55,5,0
78,4,59,13,0
79,3,69,4,4
79,4,55,3,0
79,9,71,4,4
80,3,72,10,4
80,4,45,36,0
80,4,57,12,0
80,4,60,12,0
81,3,71,5,4
81,4,52,14,0
81,9,69,17,4
82,4,57,6,0
82,4,60,13,0
82,4,64,11,0
82,10,52,6,0
83,3,71,5,4
83,4,57,4,0
83,9,67,18,4
84,4,40,37,0
84,4,55,14,0
84,4,59,16,0
85,3,74,4,4
85,4,47,13,0
85,10,74,22,4
86,4,55,6,0
86,4,64,12,0
86,10,47,6,0
87,4,59,7,0
87,10,55,2,0
88,4,38,39,0
88,4,57,13,0
88,4,62,20,0
88,4,76,9,4
89,3,76,4,4
89,4,45,24,0
89,10,57,7,0
89,10,76,15,4
90,4,65,7,0
90,10,62,7,0
91,3,77,6,4
91,4,57,4,0
91,10,74,29,4
92,4,43,38,0
92,4,55,6,0
92,4,59,10,0
92,10,50,30,0
93,4,55,10,0
93,10,62,7,0
94,4,55,2,0
94,4,67,4,4
94,4,67,10,0
94,10,62,6,0
94,10,69,3,4
95,4,55,3,0
95,4,71,4,4
95,10,72,14,4
96,4,41,30,0
96,4,53,14,0
96,4,57,13,0
97,4,48,15,0
97,4,72,3,4
97,10,72,15,4
98,4,53,10,0
98,4,57,11,0
98,4,60,15,0
99,4,48,8,0
99,4,72,3,4
99,10,53,3,0
99,10,72,4,4
100,4,43,32,0
100,4,55,13,0
100,4,59,11,0
100,4,71,4,4
100,10,72,4,4
101,4,50,14,0
101,4,74,4,4
101,10,74,22,4
102,4,55,6,0
102,4,59,7,0
102,4,62,9,0
102,10,50,5,0
103,4,55,4,0
104,4,40,31,0
104,4,59,12,0
104,4,64,11,0
104,4,74,8,4
105,4,47,13,0
105,4,74,3,4
105,10,74,14,4
106,4,55,5,0
106,4,59,7,0
106,4,64,9,0
106,10,47,3,0
107,4,55,7,0
107,4,74,3,4
107,10,74,8,4
108,4,45,37,0
108,4,57,11,0
108,4,60,11,0
108,10,71,5,4
109,4,52,13,0
109,4,67,4,4
109,10,72,8,4
110,4,57,6,0
110,4,60,7,0
110,10,52,6,0
110,10,72,3,4
111,4,59,7,0
111,4,72,4,4
111,10,60,8,0
111,10,67,4,4
112,4,38,6,0
112,4,57,5,0
112,4,62,5,0
112,4,72,4,4
112,10,67,3,4
113,4,38,4,0
113,4,57,3,0
113,4,62,3,0
113,4,72,3,4
113,10,72,8,4
114,4,38,9,0
114,4,57,9,0
114,4,62,9,0
114,4,65,10,0
114,10,72,3,4
115,4,38,3,0
115,4,57,2,0
115,4,62,1,0
115,4,65,3,0
115,4,72,4,4
115,10,67,4,4
116,4,40,5,0
116,4,59,3,0
116,4,64,2,0
116,4,67,3,0
116,4,72,4,4
116,10,67,3,4
117,4,40,4,0
117,4,59,3,0
117,4,64,2,0
117,4,67,3,0
117,4,72,4,4
117,10,72,7,4
118,4,40,9,0
118,4,59,9,0
118,4,64,9,0
118,4,67,9,0
118,10,72,2,4
119,4,40,2,0
119,4,59,2,0
119,4,64,1,0
119,4,67,3,0
119,4,72,3,4
119,10,74,3,4
120,4,41,3,0
120,4,60,2,0
120,4,65,2,0
120,4,69,3,0
120,4,76,3,4
120,10,76,3,4
121,4,41,3,0
121,4,48,2,0
121,4,60,2,0
121,4,65,2,0
121,4,69,2,0
121,4,76,3,4
121,10,76,3,4
122,4,41,8,0
122,4,48,8,0
122,4,60,8,0
122,4,65,7,0
122,4,69,8,0
122,4,76,3,4
122,10,77,4,4
123,4,41,2,0
123,4,60,2,0
123,4,65,1,0
123,4,69,1,0
123,4,76,3,4
123,10,74,66,4
124,4,43,29,0
124,4,55,6,0
124,4,59,6,0
124,4,62,6,0
124,10,50,13,0
125,4,55,2,0
125,10,55,7,0
125,10,59,7,0
125,10,62,7,0
125,10,67,6,0
126,4,50,10,0
126,10,62,7,0
127,4,55,7,0
127,10,59,2,0
128,4,43,8,0
128,4,55,6,0
128,4,59,7,0
128,4,62,7,0
128,4,67,6,0
130,4,42,13,0
130,4,54,11,0
130,4,57,12,0
130,4,60,13,0
130,10,72,3,4
131,4,74,4,4
131,10,76,8,4
132,4,41,27,0
132,4,53,10,0
132,4,60,10,0
132,10,76,3,4
133,4,48,14,0
133,4,76,2,4
133,10,76,9,4
134,4,53,6,0
134,4,57,6,0
134,4,60,7,0
134,10,48,3,0
134,10,76,3,4
135,4,53,7,0
135,4,76,3,4
135,10,76,8,4
136,4,41,32,0
136,4,53,9,0
136,4,60,10,0
136,10,77,3,4
137,4,48,13,0
137,4,76,3,4
137,10,53,3,0
137,10,74,8,4
138,4,53,6,0
138,4,65,13,0
138,10,48,3,0
138,10,71,4,4
139,4,53,3,0
139,4,72,3,4
139,10,74,8,4
140,4,40,31,0
140,4,52,12,0
140,4,55,12,0
140,10,74,3,4
141,4,47,13,0
141,4,74,3,4
141,10,59,2,0
141,10,74,7,4
142,4,52,6,0
142,4,64,6,0
142,10,47,3,0
142,10,74,3,4
143,4,52,2,0
143,4,59,3,0
143,4,74,2,4
143,10,74,12,4
144,4,45,29,0
144,4,57,6,0
144,4,60,6,0
144,10,52,13,0
144,10,76,3,4
145,4,57,4,0
145,4,74,3,4
145,10,57,2,0
145,10,69,7,0
145,10,72,8,4
146,4,52,5,0
146,10,57,4,0
146,10,60,6,0
146,10,64,7,0
146,10,72,3,4
147,4,45,2,0
147,4,72,3,4
147,10,57,3,0
147,10,72,4,4
148,4,38,18,0
148,4,57,6,0
148,4,62,6,0
148,4,79,4,4
148,10,77,3,4
149,4,57,3,0
149,4,62,3,0
149,4,77,4,4
149,10,76,3,4
150,4,38,8,0
150,4,45,6,0
150,4,57,5,0
150,4,62,5,0
150,4,65,6,0
150,4,76,4,4
150,10,74,2,4
151,4,57,8,0
151,4,74,2,4
151,10,62,2,0
151,10,72,3,4
152,4,43,30,0
152,4,55,6,0
152,4,59,6,0
152,4,74,3,4
152,10,50,19,0
152,10,74,3,4
153,4,62,4,0
153,4,72,3,4
153,10,62,1,0
153,10,67,3,0
153,10,74,8,4
154,4,55,7,0
154,4,59,7,0
154,4,62,6,0
154,4,67,7,0
154,10,50,3,0
154,10,72,3,4
155,4,43,2,0
155,4,74,4,4
155,10,55,3,0
155,10,72,3,4
156,4,36,2,0
156,4,55,5,0
156,4,60,6,0
156,4,64,9,0
156,4,77,4,4
156,10,76,3,4
157,4,48,25,0
157,4,76,4,4
157,10,55,8,0
157,10,74,3,4
158,4,60,5,0
158,4,62,6,0
158,4,74,4,4
158,10,55,8,0
158,10,72,3,4
159,4,60,9,0
159,4,72,3,4
159,10,48,2,0
159,10,74,2,4
