beat,position,pitch,duration,program
0,2,46,24,0
0,2,58,7,0
0,8,53,7,0
0,8,58,7,0
1,2,58,6,0
1,2,62,12,0
1,8,53,8,0
2,2,43,22,0
2,2,60,11,0
2,8,55,6,0
2,8,55,18,0
3,2,60,11,0
3,2,62,11,0
3,8,55,6,0
4,2,48,47,0
4,2,65,6,0
4,8,55,7,0
4,8,60,7,0
5,2,60,11,0
5,2,65,6,0
5,8,60,7,0
6,2,60,10,0
6,2,65,24,0
7,2,60,11,0
8,2,46,22,0
8,2,53,19,0
8,2,58,7,0
8,2,58,22,0
8,2,62,20,0
8,8,53,8,0
9,2,58,6,0
9,8,53,6,0
10,2,43,19,0
10,2,55,24,0
10,2,60,9,0
10,2,62,23,0
10,8,55,6,0
11,2,60,6,0
11,8,55,6,0
12,2,48,35,0
12,2,65,5,0
12,8,60,6,0
13,2,60,7,0
13,2,65,6,0
13,8,55,16,0
13,8,60,6,0
14,2,53,6,0
14,2,60,11,0
14,2,65,13,0
14,8,55,7,0
15,2,41,7,0
15,2,57,7,0
15,8,60,6,0
16,2,46,18,0
16,2,62,14,0
16,8,58,9,0
17,2,65,11,0
17,8,62,7,0
18,2,36,11,0
18,2,62,5,0
18,8,55,13,0
18,8,60,6,0
19,2,57,4,0
19,2,64,12,0
19,8,60,6,0
19,8,62,8,0
20,2,41,39,0
20,8,48,33,0
20,8,60,15,0
21,2,65,18,0
21,8,60,8,0
22,2,53,4,0
22,2,69,10,0
22,5,53,13,0
22,8,55,4,0
23,2,57,5,0
23,2,65,13,0
23,2,69,13,0
23,8,60,6,0
23,8,60,7,0
24,2,46,16,0
24,2,62,13,0
24,8,62,6,0
25,2,65,11,0
25,8,62,5,0
26,2,36,13,0
26,2,62,5,0
26,8,55,18,0
26,8,60,5,0
27,2,57,6,0
27,2,64,12,0
27,8,60,6,0
27,8,62,9,0
28,2,41,40,0
28,8,48,35,0
28,8,60,14,0
29,2,53,16,0
29,8,57,18,0
30,2,53,5,0
30,2,65,24,0
30,8,55,5,0
31,2,57,5,0
31,2,60,12,0
31,8,57,6,0
31,8,60,5,0
32,2,46,19,0
32,2,62,16,0
32,8,53,13,0
33,2,58,7,0
33,8,60,5,0
33,8,62,8,0
34,2,36,20,0
34,2,62,4,0
34,8,43,15,0
34,8,64,4,0
35,2,48,10,0
35,2,55,12,0
35,2,65,4,0
35,8,60,7,0
35,8,64,7,0
35,8,67,3,0
36,2,41,12,0
36,2,65,3,0
36,2,65,7,0
36,8,57,2,0
36,8,60,5,0
37,2,40,11,0
37,2,64,2,0
37,2,64,9,0
37,8,55,3,0
37,8,57,6,0
37,11,57,4,0
38,2,38,18,0
38,2,62,18,0
38,8,45,12,0
38,8,65,5,0
39,2,50,8,0
39,2,62,4,0
39,2,62,12,0
39,2,65,12,0
39,8,53,3,0
39,8,57,6,0
40,2,46,39,0
40,2,62,3,0
40,5,60,3,0
40,8,53,32,0
40,11,62,7,0
41,2,62,11,0
41,2,65,7,0
41,8,58,8,0
41,11,60,1,0
42,2,62,3,0
42,2,62,11,0
42,2,65,9,0
42,8,58,7,0
42,8,60,4,0
43,2,62,4,0
43,2,65,12,0
43,8,62,8,0
43,8,64,5,0
44,2,36,40,0
44,2,60,11,0
44,2,65,8,0
44,8,43,34,0
45,2,55,10,0
45,2,60,10,0
45,2,60,11,0
45,8,48,9,0
45,8,67,1,0
45,11,67,16,0
46,2,55,10,0
46,2,60,10,0
46,2,64,10,0
46,2,64,18,0
46,8,48,7,0
47,2,60,7,0
47,2,64,12,0
47,5,48,4,0
47,8,55,4,0
47,8,60,4,0
47,11,60,2,0
48,2,41,18,0
48,2,69,4,0
48,5,48,14,0
48,8,53,7,0
48,8,69,1,0
48,11,65,5,0
48,11,69,6,0
49,2,72,12,0
49,5,53,2,0
49,8,60,5,0
49,8,69,8,0
49,11,65,3,0
50,2,40,20,0
50,2,67,7,0
50,5,45,16,0
50,8,64,10,0
50,8,65,2,0
50,11,52,4,0
50,11,67,4,0
51,2,72,11,0
51,5,52,4,0
51,5,72,7,0
51,8,69,5,0
51,11,64,3,0
52,2,46,17,0
52,2,70,4,0
52,5,50,13,0
52,8,53,6,0
52,8,62,1,0
52,11,58,2,0
52,11,62,5,0
53,2,62,6,0
53,5,53,2,0
53,8,58,4,0
53,8,65,7,0
53,11,62,2,0
54,2,36,17,0
54,2,64,8,0
54,5,43,14,0
54,8,48,7,0
54,11,55,5,0
55,2,64,11,0
55,5,48,8,0
55,8,60,5,0
55,11,55,2,0
56,2,41,18,0
56,2,69,4,0
56,5,48,14,0
56,8,53,7,0
56,8,69,1,0
56,11,60,7,0
56,11,69,3,0
57,2,69,14,0
57,5,53,2,0
57,8,60,5,0
57,8,65,12,0
57,11,60,4,0
58,2,40,22,0
58,2,67,4,0
58,5,48,19,0
58,8,52,7,0
58,8,65,2,0
58,11,57,4,0
58,11,67,2,0
59,2,60,5,0
59,5,52,7,0
59,8,64,5,0
59,8,72,4,0
59,11,57,3,0
60,2,46,17,0
60,2,70,4,0
60,5,53,13,0
60,8,58,7,0
60,8,62,1,0
60,11,62,4,0
61,2,65,6,0
61,5,58,2,0
61,5,69,7,0
61,8,62,6,0
61,11,65,3,0
62,2,36,20,0
62,2,67,8,0
62,5,43,17,0
62,8,48,7,0
62,11,52,4,0
63,2,55,6,0
63,5,48,7,0
63,8,52,4,0
63,11,55,2,0
64,2,46,17,0
64,2,62,2,0
64,5,53,13,0
64,8,58,7,0
64,8,62,2,0
64,11,62,3,0
64,11,62,4,0
65,2,65,6,0
65,5,58,2,0
65,5,62,1,0
65,8,62,3,0
65,8,62,6,0
65,11,60,2,0
65,11,65,2,0
66,2,36,16,0
66,2,64,5,0
66,5,43,13,0
66,8,48,7,0
66,8,64,1,0
66,11,55,6,0
66,11,64,2,0
67,2,64,11,0
67,5,48,7,0
67,5,64,1,0
67,8,60,4,0
67,8,64,2,0
67,11,55,2,0
67,11,62,2,0
68,2,41,2,0
68,2,60,2,0
68,2,65,1,0
68,2,65,2,0
68,2,69,1,0
68,2,69,2,0
68,5,41,2,0
68,5,60,2,0
68,5,65,2,0
68,5,69,2,0
69,2,36,1,0
69,2,60,1,0
69,2,64,1,0
69,2,67,1,0
69,2,72,1,0
69,5,36,2,0
69,5,60,2,0
69,5,64,2,0
69,5,67,2,0
69,5,72,2,0
70,2,38,17,0
70,2,62,7,0
70,2,62,8,0
70,2,65,7,0
70,2,69,6,0
70,2,69,7,0
70,2,74,8,0
70,8,45,11,0
70,11,50,4,0
71,2,65,6,0
71,5,50,3,0
71,8,62,2,0
71,8,62,4,0
71,11,64,1,0
71,11,65,2,0
72,2,46,18,0
72,2,65,2,0
72,5,53,14,0
72,5,64,2,0
72,8,58,6,0
72,8,62,2,0
72,11,62,4,0
72,11,65,2,0
73,2,65,6,0
73,5,58,2,0
73,5,62,2,0
73,8,62,5,0
73,8,65,2,0
73,11,64,2,0
73,11,65,2,0
74,2,36,17,0
74,2,62,5,0
74,5,43,13,0
74,8,48,6,0
74,11,55,6,0
75,2,64,3,0
75,2,64,12,0
75,5,48,8,0
75,5,65,6,0
75,8,60,5,0
75,11,55,2,0
76,2,41,22,0
76,2,65,28,0
76,5,48,22,0
76,8,53,7,0
76,11,60,23,0
77,2,69,21,0
77,5,53,3,0
77,8,67,14,0
77,11,65,12,0
78,2,41,16,0
78,5,48,14,0
78,8,53,7,0
78,11,60,6,0
79,2,69,13,0
79,5,53,3,0
79,8,65,7,0
80,2,46,20,0
80,2,58,6,0
80,8,53,6,0
80,8,53,14,0
81,2,58,6,0
81,2,58,7,0
81,2,65,12,0
81,8,53,6,0
81,8,62,7,0
82,2,48,14,0
82,2,60,6,0
82,8,55,7,0
82,8,60,7,0
83,2,60,6,0
83,2,64,10,0
83,2,67,10,0
83,8,50,3,0
83,8,60,6,0
83,11,53,3,0
84,2,45,23,0
84,2,57,5,0
84,8,52,18,0
84,8,53,6,0
85,2,57,2,0
85,2,57,6,0
85,2,64,19,0
85,8,53,6,0
85,8,57,9,0
86,2,45,18,0
86,2,57,6,0
86,8,53,4,0
86,8,57,9,0
87,2,57,5,0
87,2,64,10,0
87,8,50,4,0
87,8,57,4,0
88,2,46,14,0
88,2,58,6,0
88,8,53,7,0
88,8,58,9,0
89,2,58,6,0
89,2,65,10,0
89,8,53,5,0
