beat,position,pitch,duration,program
0,3,45,32,0
0,9,52,20,0
1,3,57,4,0
1,9,57,36,0
1,9,64,36,0
4,3,45,47,0
4,9,52,41,0
5,3,57,4,0
5,9,60,30,0
5,9,64,29,0
8,3,45,40,0
8,9,52,34,0
9,3,57,4,0
9,9,60,41,0
9,9,64,40,0
12,3,45,41,0
12,9,52,34,0
13,3,57,6,0
13,9,60,27,0
13,9,64,41,0
16,3,43,43,0
16,9,50,36,0
17,3,55,32,0
17,9,62,43,0
20,3,40,44,0
20,9,47,37,0
21,3,59,5,0
21,9,52,8,0
21,9,59,16,0
21,9,64,31,0
24,3,40,36,0
24,9,47,28,0
25,3,52,23,0
25,9,59,18,0
25,9,64,18,0
28,3,40,39,0
28,3,64,3,4
28,9,47,32,0
28,9,64,2,4
29,0,64,2,4
29,3,52,7,0
29,3,71,5,4
29,9,55,8,0
29,9,71,16,4
31,3,55,4,0
31,3,59,6,0
31,9,52,1,0
31,9,69,2,4
32,0,71,2,4
32,3,48,38,0
32,3,55,3,0
32,3,60,7,0
32,3,69,5,4
32,9,55,8,0
32,9,67,5,4
33,3,60,6,0
33,3,67,6,4
33,9,64,13,0
33,9,64,25,4
34,9,55,3,0
35,3,55,4,0
35,3,60,4,0
36,3,45,40,0
36,3,57,8,0
36,3,60,8,0
36,3,64,4,4
36,9,52,20,0
36,9,64,2,4
37,0,64,2,4
37,3,57,3,0
37,3,60,3,0
37,3,69,4,4
37,9,57,14,0
37,9,60,15,0
37,9,71,20,4
38,9,52,9,0
39,3,57,1,0
39,3,60,7,0
39,3,64,7,0
39,9,57,2,0
39,9,69,2,4
40,0,67,2,4
40,3,47,39,0
40,3,59,8,0
40,3,62,13,0
40,3,69,4,4
40,9,54,19,0
40,9,69,6,4
41,3,59,4,0
41,3,74,5,4
41,9,62,14,0
41,9,66,14,0
41,9,71,22,4
42,9,54,7,0
43,3,59,2,0
43,3,62,6,0
43,9,59,2,0
43,9,71,10,4
44,3,43,40,0
44,3,55,13,0
44,3,59,14,0
44,9,50,33,0
44,9,71,6,4
45,3,62,7,0
45,3,76,5,4
45,9,55,7,0
45,9,76,11,4
46,9,55,2,0
46,9,78,10,4
47,3,55,6,0
47,3,62,7,0
47,9,43,4,0
47,9,78,4,4
48,3,45,34,0
48,3,57,9,0
48,3,76,5,4
48,9,52,28,0
48,9,69,5,4
49,3,57,3,0
49,3,64,24,0
49,3,76,2,4
49,6,74,3,4
49,9,57,8,0
49,9,71,10,4
50,9,69,4,4
51,3,43,7,0
51,3,55,3,0
51,3,59,6,0
51,3,69,6,4
51,9,55,2,0
51,9,74,4,4
52,3,38,43,0
52,3,57,6,0
52,3,62,6,0
52,3,74,2,4
52,6,71,2,4
52,9,45,38,0
52,9,69,9,4
53,3,57,4,0
53,9,62,12,0
53,9,66,12,0
53,9,69,2,4
54,0,71,2,4
54,3,69,4,4
54,9,57,3,0
54,9,69,10,4
55,3,57,3,0
55,3,62,11,0
55,9,57,3,0
55,9,71,4,4
56,3,40,39,0
56,3,59,8,0
56,3,64,12,0
56,3,67,12,4
56,9,47,32,0
57,3,59,3,0
57,3,64,20,4
57,9,59,6,0
57,9,64,9,0
58,9,59,5,0
59,3,64,5,0
59,3,67,5,0
60,3,52,22,0
60,3,64,3,4
60,6,59,7,0
60,9,64,2,4
60,9,64,3,0
61,0,64,2,4
61,0,67,12,0
61,3,71,5,4
61,9,59,4,0
61,9,71,16,4
62,0,64,6,0
62,3,52,18,0
62,6,59,7,0
62,9,64,4,0
63,0,67,9,0
63,6,59,3,0
63,9,64,6,0
63,9,69,2,4
64,0,71,2,4
64,3,48,21,0
64,3,67,6,0
64,3,69,5,4
64,6,55,11,0
64,9,60,4,0
64,9,67,5,4
65,0,67,11,0
65,3,67,6,4
65,9,55,5,0
65,9,64,25,4
66,0,60,7,0
66,3,48,19,0
66,6,55,9,0
66,9,60,9,0
67,0,67,10,0
67,6,55,3,0
67,9,60,4,0
68,0,67,12,0
68,3,45,21,0
68,3,64,4,4
68,6,52,18,0
68,9,57,10,0
68,9,64,2,4
69,0,64,2,4
69,0,64,9,0
69,3,69,4,4
69,9,57,3,0
69,9,69,20,4
70,0,64,10,0
70,3,45,19,0
70,6,52,9,0
70,9,57,9,0
71,0,64,10,0
71,6,52,8,0
71,9,57,3,0
71,9,69,2,4
72,0,64,3,0
72,0,67,2,4
72,3,47,23,0
72,3,62,7,0
72,3,69,4,4
72,6,54,18,0
72,9,59,5,0
72,9,69,6,4
73,0,66,10,0
73,3,74,5,4
73,9,71,22,4
74,0,62,9,0
74,3,47,19,0
74,6,54,9,0
74,9,59,4,0
75,0,66,10,0
75,6,54,3,0
75,9,62,3,0
75,9,71,10,4
76,0,59,4,0
76,3,43,22,0
76,6,50,19,0
76,9,55,4,0
76,9,71,3,4
77,0,62,7,0
77,0,71,3,4
