beat,position,pitch,duration,program
0,2,61,24,0
2,3,59,19,0
4,8,47,24,0
5,0,59,3,0
5,4,61,3,0
5,8,63,12,0
6,8,49,24,0
7,0,56,20,0
7,4,61,1,0
7,8,61,12,0
7,8,65,12,0
8,8,54,9,0
8,8,73,1,4
9,0,61,4,0
9,0,73,1,4
9,4,66,4,0
9,4,73,1,4
9,8,53,10,0
9,8,68,6,4
10,0,61,3,0
10,4,65,4,0
10,4,70,3,4
10,8,51,19,0
10,8,68,7,4
11,0,58,14,0
11,4,63,10,0
11,4,66,1,4
11,8,49,11,0
11,8,61,6,4
12,0,56,5,0
12,4,61,2,0
12,8,47,10,0
12,8,61,3,4
13,0,54,7,0
13,0,66,1,4
13,4,59,3,0
13,4,66,3,4
13,8,49,8,0
13,8,65,3,4
14,0,56,6,0
14,0,66,2,4
14,4,61,3,0
14,4,68,4,4
14,8,54,23,0
14,8,70,21,4
15,0,61,3,0
15,4,66,4,0
15,8,61,10,0
16,8,54,10,0
16,8,73,1,4
17,0,61,6,0
17,0,66,2,0
17,0,73,1,4
17,4,73,3,4
17,8,53,11,0
17,8,68,7,4
18,0,61,4,0
18,4,65,4,0
18,4,70,3,4
18,8,51,11,0
18,8,68,7,4
19,0,58,5,0
19,4,63,2,0
19,4,66,1,4
19,8,49,11,0
19,8,61,8,4
20,0,56,6,0
20,4,61,2,0
20,8,47,10,0
20,8,63,3,4
21,0,54,8,0
21,0,66,1,4
21,4,59,4,0
21,4,66,2,4
21,8,49,11,0
21,8,65,3,4
22,0,56,6,0
22,0,66,3,4
22,4,61,2,0
22,4,68,3,4
22,8,54,23,0
22,8,66,20,4
23,0,61,19,0
23,4,66,4,0
23,8,73,10,0
24,4,65,4,4
24,8,51,10,0
24,8,63,6,4
25,0,58,5,0
25,4,63,2,0
25,4,66,4,4
25,8,49,7,0
25,8,65,3,4
26,0,56,4,0
26,0,66,3,4
26,4,61,3,0
26,4,68,4,4
26,8,54,18,0
26,8,70,14,4
27,0,61,14,0
27,4,66,10,0
27,8,73,5,0
28,4,65,3,4
28,8,51,10,0
28,8,63,2,4
29,0,58,6,0
29,4,63,2,0
29,4,75,4,4
29,8,49,9,0
29,8,73,7,4
30,0,56,6,0
30,4,61,3,0
30,4,71,4,4
30,8,54,23,0
30,8,70,16,4
31,0,61,17,0
31,4,66,13,0
31,8,73,9,0
32,8,47,7,0
32,8,73,6,4
33,0,54,5,0
33,4,59,2,0
33,4,78,4,4
33,8,49,10,0
33,8,77,7,4
34,0,56,5,0
34,4,61,1,0
34,4,75,4,4
34,8,46,8,0
34,8,73,11,4
35,0,53,5,0
35,0,70,3,4
35,4,58,3,0
35,4,68,2,4
35,8,51,12,0
35,8,66,10,4
36,0,58,6,0
36,4,63,3,0
36,4,65,3,4
36,8,47,8,0
36,8,63,6,4
37,0,54,5,0
37,4,59,3,0
37,4,66,3,4
37,8,49,7,0
37,8,65,3,4
38,0,56,4,0
38,0,66,3,4
38,4,61,3,0
38,4,68,3,4
38,8,54,23,0
38,8,66,17,4
39,0,66,18,0
39,4,68,3,0
39,8,70,9,0
40,8,47,8,0
41,0,54,5,0
41,4,59,3,0
41,8,49,8,0
42,0,56,5,0
42,4,61,3,0
42,8,54,24,0
43,0,66,19,0
43,4,68,4,0
43,8,70,10,0
44,8,47,9,0
45,0,54,5,0
45,4,59,3,0
45,8,49,10,0
46,0,56,3,0
46,4,61,1,0
46,8,42,23,0
47,0,49,18,0
47,4,58,3,0
47,8,61,10,0
48,8,47,9,0
49,0,54,7,0
49,4,59,3,0
49,8,49,11,0
50,0,56,5,0
50,4,61,1,0
50,8,46,7,0
51,0,53,4,0
51,4,58,2,0
51,8,51,20,0
52,0,58,16,0
52,4,61,4,0
52,8,44,7,0
53,0,51,4,0
53,4,56,3,0
53,8,49,8,0
54,0,56,6,0
54,4,61,3,0
54,8,54,24,0
55,0,66,19,0
55,4,68,3,0
55,8,70,11,0
56,8,54,10,0
56,8,73,2,4
57,0,61,6,0
57,0,73,1,4
57,4,66,2,0
57,4,73,4,4
57,8,53,10,0
57,8,68,6,4
58,0,61,3,0
58,4,65,3,0
58,4,70,3,4
58,8,51,11,0
58,8,68,7,4
59,0,58,6,0
59,4,63,2,0
59,4,66,2,4
59,8,49,10,0
59,8,61,9,4
60,0,56,6,0
60,4,61,1,0
60,8,47,7,0
60,8,63,3,4
61,0,54,6,0
61,0,66,1,4
61,4,59,3,0
61,4,66,3,4
61,8,49,6,0
61,8,65,3,4
62,0,56,5,0
62,0,66,5,4
62,4,61,3,0
62,6,68,2,4
62,8,54,18,0
62,8,70,13,4
63,0,61,14,0
63,4,66,4,0
63,8,73,6,0
64,8,54,10,0
64,8,73,3,4
65,0,61,6,0
65,0,73,1,4
65,4,66,2,0
65,4,73,3,4
65,8,53,10,0
65,8,68,6,4
66,0,61,3,0
66,4,65,3,0
66,4,70,4,4
66,8,51,11,0
66,8,68,5,4
67,0,58,6,0
67,4,63,2,0
67,4,66,4,4
67,8,49,10,0
67,8,61,10,4
68,0,56,6,0
68,4,61,1,0
68,8,47,7,0
68,8,63,3,4
69,0,54,6,0
69,0,66,1,4
69,4,59,3,0
69,4,66,3,4
69,8,49,6,0
69,8,65,2,4
70,0,56,5,0
70,0,66,5,4
70,4,61,3,0
70,6,68,1,4
70,8,54,18,0
70,8,66,21,4
71,0,61,14,0
71,4,66,4,0
71,8,73,6,0
72,4,65,4,4
72,8,47,8,0
72,8,63,7,4
73,0,54,5,0
73,4,59,3,0
73,4,66,4,4
73,8,49,8,0
73,8,65,4,4
74,0,56,5,0
74,0,66,3,4
74,4,61,3,0
74,4,68,4,4
74,8,54,20,0
74,8,70,20,4
75,0,61,16,0
75,4,66,4,0
75,8,73,9,0
76,4,65,3,4
76,8,47,8,0
76,8,63,1,4
77,0,54,5,0
77,4,59,3,0
77,4,75,4,4
77,8,49,8,0
77,8,73,7,4
78,0,56,5,0
78,4,61,3,0
78,4,71,4,4
78,8,54,20,0
78,8,70,13,4
79,0,61,16,0
79,4,66,4,0
79,8,73,9,0
80,8,47,8,0
80,8,73,4,4
81,0,54,4,0
81,4,59,3,0
81,4,78,3,4
81,8,49,10,0
81,8,77,8,4
82,0,56,5,0
82,4,61,2,0
82,4,75,4,4
82,8,46,9,0
82,8,73,3,4
83,0,58,4,0
83,0,70,2,4
83,4,61,3,0
83,4,68,4,4
83,8,51,12,0
83,8,66,8,4
84,0,58,7,0
84,4,63,3,0
84,4,65,3,4
84,8,44,8,0
84,8,63,4,4
85,0,51,5,0
85,4,56,2,0
85,4,75,3,4
85,8,49,7,0
85,8,73,3,4
86,0,56,5,0
86,0,70,3,4
86,4,61,3,0
86,4,68,3,4
86,8,54,21,0
86,8,66,19,4
87,0,61,17,0
87,4,66,3,0
87,8,78,10,0
88,8,42,10,0
88,8,73,13,4
89,0,49,6,0
89,4,54,2,0
89,8,41,10,0
89,8,80,11,4
90,0,49,3,0
90,4,53,3,0
90,8,39,11,0
90,8,77,11,4
91,0,46,7,0
91,4,51,2,0
91,8,37,10,0
91,8,78,10,4
92,0,44,6,0
92,4,49,2,0
92,8,35,9,0
92,8,75,2,4
93,0,42,6,0
93,0,75,1,4
93,4,47,3,0
93,4,75,3,4
93,8,37,8,0
93,8,73,7,4
94,0,44,6,0
94,4,49,4,0
94,4,71,4,4
94,8,42,22,0
94,8,70,18,4
95,0,49,18,0
95,4,54,3,0
95,8,61,9,0
96,8,42,10,0
96,8,73,12,4
97,0,49,6,0
