beat,position,pitch,duration,program
0,6,45,23,0
0,6,57,8,0
1,0,52,8,0
1,6,57,9,0
1,6,60,7,0
2,6,50,19,0
2,6,62,7,0
3,0,57,7,0
3,6,62,6,0
3,6,65,12,0
4,0,57,5,0
4,6,48,20,0
4,6,60,10,0
5,0,55,7,0
5,6,60,6,0
5,6,64,6,0
6,6,43,21,0
6,6,55,12,0
6,6,62,13,0
7,0,50,15,0
7,6,59,6,0
8,0,55,10,0
8,6,48,22,0
8,6,60,7,0
9,0,55,7,0
9,6,64,7,0
10,0,55,5,0
10,6,50,15,0
10,6,62,7,0
11,0,57,4,0
11,6,60,5,0
12,0,59,6,0
12,6,45,47,0
12,6,57,8,0
13,0,52,7,0
13,6,57,6,0
13,6,64,5,0
14,0,52,8,0
14,6,57,1,0
14,6,60,6,0
14,6,64,6,0
15,0,52,15,0
15,3,57,2,0
15,6,59,3,0
15,9,60,1,0
16,0,62,2,0
16,6,41,44,0
16,6,53,9,0
16,6,60,13,0
17,0,48,21,0
17,6,53,12,0
18,0,57,7,0
18,6,60,7,0
19,0,48,7,0
19,6,57,5,0
19,9,48,6,0
20,0,53,4,0
20,3,57,2,0
20,6,40,18,0
20,6,59,9,0
21,0,47,9,0
21,6,52,3,0
21,6,55,4,0
21,6,59,6,0
22,0,52,4,0
22,6,45,13,0
22,6,57,7,0
23,0,52,6,0
23,6,57,1,0
23,6,60,2,0
24,6,43,19,0
24,6,55,9,0
24,6,62,13,0
25,0,50,12,0
25,6,55,6,0
26,6,38,15,0
26,6,57,6,0
26,6,62,9,0
27,0,45,9,0
27,3,57,5,0
27,6,62,3,0
27,9,66,4,0
28,0,62,2,0
28,6,40,46,0
28,6,59,11,0
28,6,64,12,0
29,0,47,21,0
29,6,67,3,0
30,0,66,3,0
30,6,64,8,0
31,0,47,8,0
31,6,59,9,0
31,6,62,10,0
32,0,47,5,0
32,6,45,41,0
32,6,57,12,0
32,6,64,12,0
33,0,52,21,0
33,6,60,6,0
34,0,57,18,0
34,6,69,11,0
35,0,52,9,0
35,6,60,5,0
35,6,64,4,0
36,6,43,21,0
36,6,55,7,0
36,6,62,12,0
37,0,50,15,0
