beat,position,pitch,duration,program
0,6,43,44,0
0,6,55,44,0
0,6,62,28,0
0,6,67,8,0
0,6,71,40,0
1,0,74,6,0
1,6,50,31,0
1,6,66,11,0
1,6,69,6,0
2,0,74,6,0
2,6,64,20,0
2,6,67,10,0
3,0,74,5,0
3,6,62,11,0
3,6,69,6,0
4,0,74,6,0
4,6,43,45,0
4,6,55,45,0
4,6,62,13,0
4,6,67,9,0
4,6,71,38,0
5,0,74,6,0
5,6,66,34,0
5,6,69,7,0
6,0,74,6,0
6,6,64,10,0
6,6,67,6,0
7,0,74,6,0
7,6,62,11,0
7,6,69,7,0
8,0,74,6,0
8,6,43,47,0
8,6,55,40,0
8,6,62,19,0
8,6,67,6,0
8,6,71,97,0
9,0,50,42,0
9,0,74,6,0
9,6,66,36,0
9,6,69,7,0
10,0,74,6,0
10,6,64,10,0
10,6,67,7,0
11,0,74,6,0
11,6,62,25,0
11,6,69,8,0
11,9,55,1,0
12,0,74,6,0
12,6,43,47,0
12,6,67,6,0
13,0,50,8,0
13,0,74,6,0
13,6,55,9,0
13,6,66,37,0
13,6,69,9,0
14,0,50,9,0
14,0,74,6,0
14,6,55,8,0
14,6,64,8,0
14,6,67,16,0
15,0,50,8,0
15,6,55,12,0
15,6,62,13,0
16,6,43,17,0
16,6,71,3,4
17,0,50,11,0
17,0,71,2,4
17,3,69,2,4
17,6,55,4,0
17,6,67,11,0
17,6,71,3,4
17,6,71,10,0
18,0,62,6,0
18,6,43,44,0
18,6,62,10,0
18,6,67,8,0
18,6,69,3,4
18,6,71,10,0
19,0,50,43,0
19,0,69,2,4
19,3,67,3,4
19,6,62,11,0
19,6,67,11,0
19,6,69,4,4
19,6,71,2,0
20,0,55,9,0
20,6,62,13,0
20,6,67,11,0
20,6,71,3,4
21,0,55,11,0
21,0,71,3,4
21,3,69,2,4
21,6,67,22,0
21,6,71,3,4
21,6,71,22,0
22,0,62,41,0
22,0,74,4,4
22,6,43,44,0
22,6,69,16,4
23,0,50,43,0
23,6,67,10,0
24,0,55,8,0
24,6,67,10,0
24,6,71,2,4
24,6,71,9,0
25,0,55,8,0
25,0,71,2,4
25,3,69,2,4
25,6,67,20,0
25,6,71,3,4
25,6,71,20,0
26,0,62,16,0
26,6,43,20,0
26,6,69,2,4
27,0,50,19,0
27,0,69,2,4
27,3,67,2,4
27,6,67,20,0
27,6,69,3,4
27,6,71,19,0
28,0,62,16,0
28,6,43,46,0
28,6,71,2,4
29,0,50,42,0
29,0,71,3,4
29,3,69,2,4
29,6,62,8,0
29,6,67,8,0
29,6,71,3,4
29,6,71,7,0
30,0,55,23,0
30,0,74,3,4
30,6,62,31,0
30,6,67,32,0
30,6,69,13,4
30,6,71,31,0
32,6,43,15,0
32,6,71,3,4
33,0,50,9,0
33,0,71,3,4
33,3,69,2,4
33,6,67,10,0
33,6,71,3,4
33,6,71,10,0
34,0,62,6,0
34,0,74,2,4
34,6,38,11,0
34,6,69,7,4
35,0,57,8,0
35,0,62,8,0
35,0,66,8,0
35,3,45,1,0
35,6,50,7,0
35,6,69,5,4
36,0,57,6,0
36,0,62,4,0
36,0,66,4,0
36,0,69,3,4
36,3,71,2,4
36,6,36,7,0
36,6,64,4,4
37,0,55,5,0
37,0,60,5,0
37,0,64,6,0
37,0,67,3,4
37,6,38,7,0
37,6,67,4,4
38,0,62,8,0
38,0,66,8,0
38,0,71,3,4
38,6,43,22,0
38,6,71,3,4
39,0,50,8,0
39,6,59,7,0
39,6,62,13,0
39,9,50,9,0
40,0,55,6,0
40,3,59,4,0
40,6,43,8,0
40,6,71,2,4
41,0,55,5,0
41,0,59,5,0
41,0,62,5,0
41,0,71,3,4
41,3,69,3,4
41,6,71,4,4
42,0,55,6,0
42,0,59,6,0
42,0,62,6,0
42,0,74,3,4
42,6,38,12,0
42,6,76,4,4
43,0,57,6,0
43,0,62,6,0
43,0,66,6,0
43,0,74,2,4
43,3,74,5,4
43,6,50,9,0
44,0,57,6,0
44,0,62,5,0
44,0,66,5,0
44,0,74,3,4
44,3,76,2,4
44,6,36,7,0
44,6,64,4,4
45,0,55,6,0
45,0,60,5,0
45,0,64,5,0
45,0,67,4,4
45,6,38,6,0
45,6,67,3,4
45,9,69,2,4
46,0,57,7,0
46,0,62,7,0
46,0,64,5,4
46,0,66,6,0
46,6,43,17,0
46,6,67,11,4
47,0,50,7,0
47,6,59,7,0
47,6,62,11,0
47,9,50,2,0
48,0,55,8,0
48,0,71,3,4
48,3,59,3,0
48,6,36,16,0
48,6,64,5,4
48,9,43,14,0
49,0,48,8,0
49,0,67,10,4
49,3,55,10,0
49,6,64,13,0
49,9,48,3,0
50,0,60,7,0
50,0,67,4,4
50,6,43,16,0
50,6,71,9,4
51,0,50,8,0
51,6,62,12,0
52,0,59,6,0
52,0,71,3,4
52,3,55,10,0
52,6,36,15,0
52,6,64,6,4
53,0,43,9,0
53,0,67,6,4
53,6,48,7,0
53,6,64,14,0
53,9,55,11,0
54,0,60,8,0
54,0,74,5,4
54,6,43,17,0
54,6,71,14,4
55,0,50,8,0
55,6,62,11,0
55,9,59,9,0
56,0,55,9,0
56,6,36,15,0
56,6,64,2,4
56,9,67,3,4
57,0,55,10,0
57,3,67,2,4
57,6,64,12,0
57,6,67,4,4
58,0,60,6,0
