beat,position,pitch,duration,program
0,6,60,42,0
0,6,64,42,0
0,7,48,41,0
0,7,67,41,0
3,5,50,27,0
3,5,62,27,0
3,6,65,26,0
3,6,69,26,0
5,3,48,28,0
5,3,60,28,0
5,3,64,28,0
5,3,67,28,0
7,7,53,24,0
7,7,60,1,0
7,7,65,23,0
7,7,69,23,0
9,4,57,22,0
9,5,62,22,0
9,6,50,21,0
9,6,66,21,0
11,7,62,20,0
11,8,55,19,0
11,8,67,19,0
11,9,71,18,0
13,3,62,1,0
13,3,65,29,0
13,4,50,29,0
13,4,69,28,0
15,9,59,33,0
15,9,64,30,0
15,9,67,32,0
15,10,52,32,0
15,10,71,28,0
18,5,57,19,0
18,5,64,19,0
18,7,69,17,0
18,8,72,16,0
19,5,62,25,0
19,6,50,24,0
19,6,65,24,0
19,7,69,5,0
21,3,53,29,0
21,3,60,29,0
21,3,65,3,0
21,4,69,2,0
23,6,57,22,0
23,7,50,23,0
23,7,62,22,0
23,8,66,21,0
25,7,62,21,0
25,8,43,18,0
25,8,67,20,0
25,8,71,19,0
27,6,60,43,0
27,7,64,42,0
27,8,48,41,0
27,8,67,41,0
31,8,48,37,0
31,8,64,6,4
32,2,55,9,0
32,2,62,7,4
32,8,60,16,4
32,8,60,24,0
33,2,55,7,0
33,8,67,27,0
34,2,55,3,4
34,2,55,6,0
34,5,57,3,4
34,8,60,9,4
34,8,64,15,0
35,2,60,9,0
35,8,40,40,0
35,8,62,7,4
36,2,47,36,0
36,2,64,26,4
36,8,55,13,0
37,2,52,7,0
37,8,59,14,0
37,8,64,25,0
38,2,52,6,0
38,8,55,12,0
39,2,59,6,0
39,8,41,42,0
39,8,65,4,4
40,2,48,39,0
40,2,65,2,4
40,5,65,13,4
40,8,53,13,0
40,8,60,19,0
41,2,57,17,0
41,8,57,5,4
41,8,65,11,0
42,2,53,7,0
42,2,60,10,4
42,8,60,15,0
42,8,65,14,0
43,2,57,8,0
43,2,60,5,4
43,8,43,37,0
43,8,64,9,4
44,2,50,10,0
44,5,62,29,4
44,8,55,12,0
45,2,50,8,0
45,8,59,12,0
45,8,62,24,0
46,2,50,7,0
46,8,55,15,0
47,2,59,6,0
47,8,36,38,0
47,8,64,6,4
48,2,43,32,0
48,2,60,22,4
48,8,48,14,0
49,2,55,17,0
49,8,60,10,0
49,8,64,10,0
50,2,48,8,0
50,2,64,1,4
50,5,64,1,4
50,8,60,12,0
50,8,62,5,4
50,8,64,13,0
51,2,55,7,0
51,2,60,5,4
51,8,40,37,0
51,11,67,4,4
52,2,47,31,0
52,2,64,32,4
52,8,55,16,0
53,2,52,8,0
53,8,59,16,0
53,8,64,19,0
54,2,52,6,0
54,8,55,8,0
55,2,59,4,0
55,8,38,38,0
55,8,57,15,0
55,8,62,8,4
55,8,62,17,0
55,8,66,18,0
56,2,45,32,0
56,5,57,12,4
56,8,50,16,0
57,2,57,18,0
57,5,62,1,4
57,8,59,6,4
57,8,62,7,0
57,8,66,26,0
58,2,50,11,0
58,5,59,7,4
58,8,62,14,0
59,2,57,6,4
59,2,57,8,0
59,8,43,42,0
59,8,59,6,4
60,2,50,31,0
60,2,55,23,4
60,8,55,7,0
61,2,59,6,0
61,8,55,10,0
61,8,59,1,0
61,8,62,10,0
62,8,59,12,0
62,8,62,12,0
62,11,50,2,0
63,2,55,6,0
63,2,57,3,4
63,5,55,4,4
63,8,36,38,0
63,8,60,6,4
64,2,43,32,0
64,5,60,14,4
64,8,48,15,0
65,2,55,19,0
65,8,64,25,0
66,2,48,8,0
66,2,60,3,4
66,8,60,13,0
66,8,62,4,4
67,2,55,7,0
67,2,60,1,4
67,5,60,7,4
67,8,40,41,0
68,2,47,36,0
68,2,67,3,4
68,5,64,14,4
68,8,52,15,0
69,2,55,19,0
69,8,64,25,0
70,2,52,7,0
70,8,59,12,0
70,11,52,6,0
71,2,55,6,0
71,2,64,2,4
71,5,67,2,4
71,8,45,41,0
71,8,69,6,4
72,2,52,8,0
72,5,69,7,4
72,8,57,12,0
73,2,52,8,0
73,8,60,12,0
73,8,64,9,0
74,2,52,7,0
74,2,62,7,4
74,8,64,12,0
74,11,52,1,0
74,11,62,3,4
75,2,60,6,0
75,5,57,4,0
75,5,60,1,4
75,8,38,18,0
75,8,62,5,4
76,2,45,12,0
76,2,64,2,4
76,5,62,20,4
76,8,50,12,0
77,2,57,6,0
77,8,43,13,0
77,8,59,14,0
77,8,62,24,0
78,2,50,6,0
78,8,55,28,0
79,2,57,2,4
79,2,59,7,0
79,5,55,3,4
79,8,36,39,0
79,8,60,6,4
80,2,43,33,0
80,5,60,14,4
80,8,48,14,0
81,2,55,8,0
81,8,60,8,0
81,8,64,17,0
82,2,48,12,0
82,2,60,3,4
82,8,60,12,0
82,8,62,4,4
83,2,55,7,0
83,2,60,1,4
83,5,60,7,4
83,8,40,39,0
84,2,47,32,0
84,2,67,3,4
84,5,64,14,4
84,8,52,14,0
85,2,55,7,0
85,8,59,14,0
85,8,64,25,0
86,2,52,7,0
86,8,55,12,0
87,2,59,6,0
87,2,64,2,4
87,5,67,2,4
87,8,45,14,0
87,8,69,6,4
88,2,52,7,0
88,5,64,4,4
88,8,60,11,0
88,8,64,6,0
88,11,62,3,4
89,2,57,19,0
89,2,64,3,4
89,5,62,2,4
89,8,38,16,0
89,8,62,8,4
89,8,62,10,0
