beat,position,pitch,duration,program
0,4,42,20,0
0,10,49,13,0
1,4,61,7,0
1,10,57,6,0
2,4,38,18,0
2,10,50,13,0
3,4,62,3,0
3,10,57,6,0
4,4,45,18,0
4,10,52,11,0
5,4,61,6,0
5,10,57,5,0
6,4,40,19,0
6,4,56,7,0
6,10,47,13,0
6,10,57,6,0
7,4,59,6,0
7,10,52,6,0
8,4,42,20,0
8,10,49,13,0
9,4,61,7,0
9,10,57,6,0
10,4,38,18,0
10,10,50,13,0
11,4,62,3,0
11,10,57,6,0
12,4,45,18,0
12,10,52,11,0
13,4,61,6,0
13,10,57,5,0
14,4,40,19,0
14,4,56,7,0
14,10,47,13,0
14,10,57,6,0
15,4,59,6,0
15,10,52,6,0
16,4,42,20,0
16,10,49,13,0
16,10,73,6,0
17,4,61,7,0
17,4,73,6,0
17,10,57,6,0
17,10,78,3,0
18,1,78,9,0
18,4,38,18,0
18,10,50,13,0
18,10,69,6,0
19,4,62,3,0
19,4,71,6,0
19,10,57,6,0
19,10,73,3,0
20,1,73,57,0
20,4,45,18,0
20,10,52,11,0
21,4,61,6,0
21,10,57,5,0
22,4,40,19,0
22,4,56,7,0
22,10,47,13,0
22,10,57,6,0
23,4,59,6,0
23,10,52,6,0
24,4,42,20,0
24,10,49,13,0
24,10,73,6,0
25,4,61,7,0
25,4,73,6,0
25,10,57,6,0
25,10,78,3,0
26,1,78,12,0
26,4,38,18,0
26,10,50,13,0
27,1,76,3,0
27,4,62,3,0
27,4,76,9,0
27,10,57,6,0
28,1,74,3,0
28,4,45,18,0
28,4,73,54,0
28,10,52,11,0
29,4,61,6,0
29,10,57,5,0
30,4,40,19,0
30,4,56,7,0
30,10,47,13,0
30,10,57,6,0
31,4,59,6,0
31,10,52,6,0
32,4,42,20,0
32,10,49,13,0
32,10,73,6,0
33,4,61,7,0
33,4,73,6,0
33,10,57,6,0
33,10,78,12,0
34,4,38,18,0
34,10,50,13,0
34,10,69,6,0
35,4,62,3,0
35,4,71,6,0
35,10,57,6,0
35,10,73,60,0
36,4,45,18,0
36,10,52,11,0
37,4,61,6,0
37,10,57,5,0
38,4,40,19,0
38,4,56,7,0
38,10,47,13,0
38,10,57,6,0
39,4,59,6,0
39,10,52,6,0
40,4,42,20,0
40,10,49,13,0
40,10,73,6,0
41,4,61,7,0
41,4,73,6,0
41,10,57,6,0
41,10,69,3,0
42,1,74,9,0
42,4,38,18,0
42,10,50,13,0
42,10,74,6,0
43,4,62,3,0
43,4,74,6,0
43,10,57,6,0
43,10,73,6,0
44,4,45,18,0
44,4,69,54,0
44,10,52,11,0
45,4,61,6,0
45,10,57,5,0
46,4,40,19,0
46,4,56,7,0
46,10,47,13,0
46,10,57,6,0
47,4,59,6,0
47,10,52,6,0
48,4,42,20,0
48,10,49,13,0
48,10,73,6,0
49,4,61,7,0
49,4,73,6,0
49,10,57,6,0
49,10,78,3,0
50,1,78,9,0
50,4,38,18,0
50,10,50,13,0
50,10,69,6,0
51,4,62,3,0
51,4,71,6,0
51,10,57,6,0
51,10,73,3,0
52,1,73,57,0
52,4,45,18,0
52,10,52,11,0
53,4,61,6,0
53,10,57,5,0
54,4,40,19,0
54,4,56,7,0
54,10,47,13,0
54,10,57,6,0
55,4,59,6,0
55,10,52,6,0
56,4,42,20,0
56,10,49,13,0
56,10,73,6,0
57,4,61,7,0
57,4,73,6,0
57,10,57,6,0
57,10,78,3,0
58,1,78,12,0
58,4,38,18,0
58,10,50,13,0
59,1,76,3,0
59,4,62,3,0
59,4,76,9,0
59,10,57,6,0
60,1,74,4,0
60,4,45,18,0
60,4,73,54,0
60,10,52,11,0
61,4,61,6,0
61,10,57,5,0
62,4,40,19,0
62,4,56,7,0
62,10,47,13,0
62,10,57,6,0
63,4,59,6,0
63,10,52,6,0
64,4,42,20,0
64,10,49,13,0
64,10,73,6,0
65,4,61,7,0
65,4,73,6,0
65,10,57,6,0
65,10,78,12,0
66,4,38,18,0
66,10,50,13,0
66,10,69,6,0
67,4,62,3,0
67,4,71,6,0
67,10,57,6,0
67,10,73,60,0
68,4,45,18,0
68,10,52,11,0
69,4,61,6,0
69,10,57,5,0
70,4,40,19,0
70,4,56,7,0
70,10,47,13,0
70,10,57,6,0
71,4,59,6,0
71,10,52,6,0
72,4,42,20,0
72,10,49,13,0
72,10,73,6,0
73,4,61,7,0
73,4,73,6,0
73,10,57,6,0
73,10,69,6,0
74,4,38,18,0
74,4,74,6,0
74,10,50,13,0
74,10,74,3,0
75,1,74,9,0
75,4,62,3,0
75,10,57,6,0
75,10,73,6,0
76,4,45,18,0
76,4,69,30,0
76,10,52,11,0
77,4,61,6,0
77,10,57,5,0
78,4,40,19,0
78,4,56,7,0
78,10,47,13,0
78,10,57,6,0
78,10,76,6,0
79,4,59,6,0
79,4,78,6,0
79,10,52,6,0
79,10,80,6,0
80,4,42,14,0
80,4,57,8,0
80,4,61,8,0
80,4,66,8,0
80,4,81,6,0
80,10,49,9,0
80,10,81,3,0
81,1,81,6,0
81,4,57,8,0
81,4,61,10,0
81,4,66,8,0
81,7,76,3,0
81,10,42,6,0
81,10,78,6,0
82,4,38,14,0
82,4,57,9,0
82,4,62,9,0
82,4,66,8,0
82,4,78,12,0
83,4,57,9,0
83,4,62,11,0
83,4,66,9,0
83,4,76,6,0
83,10,38,6,0
83,10,74,3,0
84,1,73,9,0
84,4,45,16,0
84,4,57,9,0
84,4,61,10,0
84,4,64,10,0
84,10,73,6,0
85,4,57,7,0
85,4,61,7,0
85,4,64,8,0
85,4,73,6,0
85,10,45,6,0
85,10,73,3,0
86,1,71,9,0
86,4,40,19,0
86,4,56,9,0
86,4,59,10,0
86,4,64,9,0
86,10,76,6,0
87,1,52,5,0
87,4,56,7,0
87,4,59,11,0
87,4,64,6,0
87,4,78,6,0
87,10,52,6,0
87,10,80,6,0
88,4,42,15,0
88,4,57,9,0
88,4,61,9,0
88,4,66,8,0
88,4,81,6,0
88,10,54,7,0
88,10,81,3,0
89,1,81,6,0
89,4,57,9,0
89,4,61,10,0
89,4,66,8,0
89,7,76,3,0
89,10,42,6,0
89,10,78,6,0
