beat,position,pitch,duration,program
0,10,81,3,0
1,4,86,5,0
1,10,88,7,0
2,4,90,5,0
2,10,83,7,0
3,4,67,23,0
3,10,88,11,0
4,4,74,13,0
5,4,79,24,0
5,10,90,7,0
6,10,83,8,0
7,4,69,25,0
7,10,88,18,0
8,4,76,24,0
9,4,81,16,0
9,10,86,6,0
10,4,85,7,0
10,10,86,4,0
11,4,66,34,0
11,4,88,15,0
11,10,73,28,0
12,4,74,8,0
12,10,81,16,0
12,10,88,7,0
14,4,81,5,0
15,4,71,18,0
15,4,78,18,0
15,4,86,23,0
16,10,81,5,0
17,4,86,7,0
17,10,88,7,0
18,4,66,10,0
18,4,90,6,0
18,10,83,10,0
19,4,67,42,0
19,10,88,19,0
20,4,76,12,0
21,4,81,14,0
21,10,90,6,0
22,10,83,7,0
23,4,69,47,0
23,10,88,18,0
24,4,74,27,0
25,4,81,24,0
25,10,86,2,0
26,4,88,6,0
26,10,90,5,0
27,4,66,48,0
27,4,81,1,0
27,10,74,6,0
28,4,73,6,0
28,10,74,7,0
29,10,76,4,0
30,10,78,23,0
31,1,85,4,0
31,1,86,4,0
31,4,93,15,0
35,4,55,41,0
35,10,62,38,0
35,10,73,9,0
36,4,67,28,0
36,4,74,6,0
36,10,57,6,0
36,10,78,27,0
37,4,66,6,0
37,10,66,6,0
38,4,66,6,0
38,10,66,6,0
39,4,57,40,0
39,4,66,6,0
39,10,64,6,0
39,10,64,33,0
39,10,73,8,0
40,4,64,6,0
40,4,69,25,0
40,4,74,6,0
40,10,61,22,0
40,10,64,6,0
40,10,81,22,0
41,4,64,12,0
41,10,74,16,0
42,4,62,6,0
42,10,66,120,0
43,4,54,43,0
43,10,61,38,0
43,10,69,7,0
44,4,81,8,0
44,9,66,28,0
44,10,73,23,0
45,10,74,12,0
46,10,76,7,0
47,4,69,37,0
49,4,73,12,0
50,4,74,10,0
51,4,62,51,0
51,10,73,7,0
52,4,74,6,0
52,10,57,7,0
52,10,78,25,0
53,4,66,6,0
53,10,66,6,0
54,4,66,6,0
54,10,66,6,0
55,4,57,42,0
55,4,66,6,0
55,10,64,6,0
55,10,73,13,0
56,4,64,6,0
56,4,74,7,0
56,10,64,6,0
56,10,81,24,0
57,4,64,12,0
57,10,76,11,0
58,4,57,6,0
58,10,66,78,0
59,1,73,30,0
59,4,62,35,0
59,4,74,32,0
59,4,81,36,0
60,10,78,14,0
62,4,69,29,0
63,4,59,43,0
63,10,66,37,0
64,4,74,24,0
64,10,78,21,0
65,4,59,6,0
65,10,61,7,0
66,4,62,6,0
66,10,59,13,0
67,4,55,43,0
67,4,74,20,0
67,10,62,41,0
67,10,71,24,0
68,4,67,25,0
68,10,71,19,0
69,10,59,7,0
69,10,74,17,0
70,4,62,7,0
70,10,61,24,0
70,10,71,7,0
71,4,57,41,0
71,10,64,33,0
