beat,position,pitch,duration,program
0,7,48,43,0
1,1,55,37,0
1,7,60,12,0
2,7,62,8,0
2,7,67,7,0
3,1,60,10,0
3,7,62,13,0
3,7,67,12,0
4,7,41,42,0
5,1,53,10,0
5,7,57,7,0
5,7,60,7,0
6,1,53,8,0
6,7,57,9,0
6,7,65,6,0
7,1,53,8,0
7,7,57,7,0
7,7,60,9,0
8,1,53,6,0
8,7,48,39,0
8,7,60,5,0
8,7,64,6,0
9,1,55,33,0
9,7,62,4,0
9,7,67,4,0
10,7,62,7,0
10,7,67,6,0
11,1,60,7,0
11,7,62,13,0
11,7,67,12,0
12,7,41,39,0
13,1,53,35,0
13,7,57,16,0
14,1,60,19,0
15,7,67,7,0
16,7,48,42,0
16,7,60,8,0
16,7,64,8,0
16,7,67,6,0
17,1,76,6,0
17,7,60,11,0
17,7,64,11,0
17,7,67,10,0
17,7,76,6,0
18,1,76,6,0
18,7,60,10,0
18,7,64,10,0
18,7,67,9,0
18,7,76,6,0
19,1,74,6,0
19,7,60,8,0
19,7,64,8,0
19,7,67,8,0
19,7,72,6,0
20,1,71,6,0
20,7,45,43,0
20,7,57,10,0
20,7,60,7,0
20,7,64,6,0
20,7,74,6,0
21,1,74,6,0
21,7,57,10,0
21,7,60,10,0
21,7,64,10,0
21,7,74,6,0
22,1,72,18,0
22,7,57,10,0
22,7,60,10,0
22,7,64,9,0
23,7,57,6,0
23,7,60,7,0
23,7,64,6,0
23,7,76,4,0
23,10,74,3,0
24,1,72,6,0
24,7,41,44,0
24,7,53,44,0
24,7,57,10,0
24,7,60,10,0
24,7,65,9,0
24,7,72,6,0
25,1,72,3,0
25,4,69,3,0
25,7,57,10,0
25,7,60,11,0
25,7,65,9,0
25,7,72,3,0
25,10,69,3,0
26,1,72,6,0
26,7,57,10,0
26,7,60,10,0
26,7,65,9,0
26,7,69,12,0
27,7,57,8,0
27,7,60,8,0
27,7,65,8,0
27,7,76,3,0
27,10,74,3,0
28,1,72,6,0
28,7,41,19,0
28,7,53,19,0
28,7,56,9,0
28,7,60,8,0
28,7,65,7,0
28,7,72,6,0
29,1,72,3,0
29,4,67,3,0
29,7,56,7,0
29,7,60,6,0
29,7,65,6,0
29,7,72,3,0
29,10,69,3,0
30,1,72,6,0
30,7,43,23,0
30,7,55,11,0
30,7,59,11,0
30,7,62,10,0
30,7,74,30,0
31,7,55,9,0
31,7,59,8,0
31,7,62,7,0
32,7,48,42,0
32,7,55,6,0
32,7,60,10,0
32,7,64,9,0
33,1,76,6,0
33,7,55,9,0
33,7,60,10,0
33,7,64,9,0
33,7,76,6,0
34,1,76,6,0
34,7,55,9,0
34,7,60,9,0
34,7,64,9,0
34,7,76,7,0
35,1,74,6,0
35,7,55,6,0
35,7,60,7,0
35,7,64,7,0
35,7,72,6,0
36,1,74,7,0
36,7,46,15,0
36,7,58,10,0
36,7,62,9,0
36,7,65,9,0
36,7,76,6,0
37,1,76,6,0
37,7,58,11,0
37,7,62,11,0
37,7,65,8,0
37,7,77,9,0
38,1,46,6,0
38,4,76,15,0
38,7,45,15,0
38,7,57,11,0
38,7,61,11,0
38,7,64,10,0
39,7,57,11,0
39,7,61,6,0
39,7,64,6,0
39,7,74,6,0
40,1,45,6,0
40,1,76,6,0
40,7,50,16,0
40,7,57,11,0
40,7,60,10,0
40,7,62,11,0
40,7,65,10,0
40,7,77,6,0
41,1,76,6,0
41,7,57,7,0
41,7,60,10,0
41,7,62,10,0
41,7,65,7,0
41,7,76,6,0
42,1,50,5,0
42,1,74,18,0
42,7,57,10,0
42,7,60,9,0
42,7,62,9,0
42,7,65,9,0
43,7,57,5,0
43,7,60,5,0
43,7,62,5,0
43,7,65,5,0
43,7,74,6,0
44,1,76,6,0
44,7,41,20,0
44,7,53,19,0
44,7,56,10,0
44,7,62,9,0
44,7,65,9,0
44,7,77,6,0
45,1,79,6,0
45,7,56,7,0
45,7,62,7,0
45,7,65,7,0
45,7,76,6,0
46,1,74,30,0
46,7,40,14,0
46,7,52,13,0
46,7,56,9,0
46,7,59,9,0
46,7,64,8,0
47,7,44,9,0
47,7,56,7,0
47,7,59,11,0
